order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer,nearest_warehouse_normalized,season_normalized
ORD482404,ID0777794267,2019-11-20,thompson,"[('iStream', 2), ('Universe Note', 2)]",7200.0,77.28,-37.80757620000001,144.95491330000004,10,6557.28,Spring,True,0.8922497353725026,"i like the fact that i can get any kind of music from gold that i want on request from iassist. i liked the informative photo little pamphlet but wish it included how to connect your tv etc. to the commands from iassist. but, i really love having the music.",True,thompson,spring
ORD347035,ID3804564097,2019-03-21,bakers,"[('Toshika 750', 1), ('iAssist Line', 2), ('Thunder line', 2)]",13130.0,65.94,-37.82048220000001,144.99480559999995,0,13195.94,Autumn,False,1.1666025830222702,great product! heavy duty!,True,bakers,autumn
ORD207648,ID0250774443,2019-01-09,bakers,"[('Olivia x460', 1), ('iAssist Line', 2), ('Candle Inferno', 2)]",6535.0,87.35,-37.8173912,145.0138215,15,5642.1,Summer,False,1.8283437874334056,"delivery person threw my phone at my front steps! sorry, this video is unsupported on this browser.  terrible. unacceptable. this is what happens when you don't pay people enough to care.",False,bakers,summer
ORD069832,ID0319860976,2019-02-21,bakers,"[('Universe Note', 1), ('Lucent 330S', 1)]",4680.0,59.65,-37.80045689999999,144.99754109999995,10,4271.65,Summer,False,1.0799359644589523,"good battery life but frustrating to use. the screen freezes a lot. you can be on a page and the phone rings but you can't answer it because the screen never comes up. it can take several minutes and attempts to change screens. the picture quality is very poor. poor zoom, blurry, (not user error), and not sharp pictures.",False,bakers,summer
ORD289119,ID2305963360,2019-10-30,bakers,"[('Lucent 330S', 2), ('iAssist Line', 1), ('Alcon 10', 1), ('Universe Note', 2)]",20535.0,85.52,-37.825352,145.00337230000005,25,15486.77,Spring,False,1.8511726567215467,the thunder show works great. i enjoy  very much.,True,bakers,spring
ORD005543,ID0589501836,2019-02-02,nickolson,"[('Toshika 750', 2), ('Olivia x460', 2)]",13100.0,97.11,-37.8203042,144.9573618,10,11887.11,Summer,False,1.087413363653385,five stars very nice phone! get it for my daughter to relace her alcon.,True,nickolson,summer
ORD217229,ID0579498335,2019-11-01,thompson,"[('pearTV', 2), ('Lucent 330S', 1), ('Universe Note', 1), ('Olivia x460', 2)]",19750.0,102.12,-37.8167689,144.9518896,15,16889.62,Spring,True,0.6218791344172063,easy to use i love it.,True,thompson,spring
ORD060218,ID0579969179,,thompson,"[('Toshika 750', 1), ('Candle Inferno', 2), ('Olivia x460', 2), ('iAssist Line', 2)]",12080.0,67.75,-37.8111269,144.9451274,25,9127.75,Summer,True,0.24218308825308782,five stars best phone ever,True,thompson,summer
ORD035082,ID6167417936,2019-11-08,nickolson,"[('Candle Inferno', 1), ('Toshika 750', 1), ('Universe Note', 1), ('Alcon 10', 1)]",17150.0,78.18,-37.814997,144.9601523,0,17228.18,Spring,True,0.9174247358153076,"it doesn't block even with many apps open and has a long battery life. i'm very satisfied with all features, the cpu capacity and ram is what brings me the most benefits.",True,nickolson,spring
ORD390859,ID3204395236,2019-06-12,thompson,"[('Toshika 750', 2), ('Olivia x460', 2), ('iStream', 1), ('iAssist Line', 1)]",13464.999999999998,47.82,-37.8070104,144.94896369999995,10,12166.319999999998,Winter,False,0.65130496982284,two stars didnt last long at all!,False,thompson,winter
ORD290033,ID3218227003,2019-11-22,nickolson,"[('iStream', 2), ('Thunder line', 2)]",4660.0,100.02,-37.8062706,144.9463341,15,4061.02,Spring,True,0.7148571576141166,i like the compact structure of the line. the sound is a little too low.,True,nickolson,spring
ORD183503,ID0031402955,2019-06-05,nickolson,"[('Olivia x460', 2), ('Candle Inferno', 1)]",2880.0,70.94,-37.7973464,144.9689413,25,2230.94,Winter,False,2.3633435789753428,one star they told me it was a at&t ad and it was not,False,nickolson,winter
ORD130606,ID2074060881,2019-12-14,bakers,"[('Thunder line', 1), ('Alcon 10', 2), ('iStream', 1), ('iAssist Line', 2)]",24680.0,62.4,-37.8193406,145.0022538,15,21040.4,Summer,False,1.208352776470138,"i hated it because i was told that the water proof ... two weeks after i bought it, it got problem. :( it got wet and failing the microphone, i hated it because i was told that the water proof was really good. take care with olivia.",False,bakers,summer
ORD229991,ID4518407397,2019-12-18,thompson,"[('Toshika 750', 1), ('pearTV', 1)]",10630.0,71.49,-37.8079237,144.9492737,25,8043.99,Summer,True,0.562518132205493,excellent for the price. this is a really nice phone for the money. toshika is almost always spot-on with their products. it's not the latest and greatest processor or camera but my wife loves the size and features.,True,thompson,summer
ORD358483,ID0091971018,2019-05-25,thompson,"[('Alcon 10', 2), ('pearTV', 1), ('Toshika 750', 1)]",28530.0,49.07,-37.81764620000001,144.94868780000004,5,27152.57,Autumn,False,0.570965796008621,"un mal servicio. en goldr lugar, quiero decirles. que sì, yo compré el olivia universe s4 y recivì el olivia universe s3 en sù lugar. además de recivir un artoculo que no era el que estaba supuesto a recivir, el sansung universe s3 que recivì la pantalla giratoria no funciona bien, es decir que el telefono esta averiado.",False,thompson,autumn
ORD213320,ID1449431238,2019-04-12,nickolson,"[('Lucent 330S', 1), ('Universe Note', 1), ('iAssist Line', 1)]",6905.0,62.77,-37.8142993,144.974385,0,6967.77,Autumn,False,0.6391141227465763,"wrong item i needed a phone that works with metro pcs, as soon as i open the box and saw the model # and a label that said verizon, i knew it was the wrong item. the description says that it will work with t mobile which is the same network. very disappointed, will return tomorrow.",False,nickolson,autumn
ORD395343,ID0746909624,2019-11-01,bakers,"[('iStream', 1), ('Toshika 750', 2), ('Universe Note', 1), ('Candle Inferno', 2)]",13100.0,72.05,-37.8227542,145.0140718,0,13172.05,Spring,False,2.179745715692607,"$60ish for 6ish months use. purchased this item on november 20, 2017. i have to buy another phone today june 11 2018. microphone stopped working.",False,bakers,spring
ORD301949,ID0746912636,2019-05-26,nickolson,"[('Thunder line', 1), ('Olivia x460', 2), ('Universe Note', 1)]",8080.0,82.92,-37.82583560000001,144.9844247,0,8162.92,Autumn,False,1.5345912137581272,xp 530 i'm really satisfy with the phone!,True,nickolson,autumn
ORD472705,ID0493053630,2019-07-23,bakers,"[('Candle Inferno', 1), ('Lucent 330S', 2), ('iStream', 2), ('Alcon 10', 1)]",12140.0,65.79,-37.8038474,144.9879446,25,9170.79,Winter,True,0.9366605745201394,"blazing fast and smooth if you have been holding out for a phone to replace the nexus 6p then this is the perfect phone for you. the frame rate rocks, the speakers sound great and the added features are fantastic. 10/10 it's the google pixel you dreamed of.",True,bakers,winter
ORD105220,ID0302135272,2019-09-12,bakers,"[('Thunder line', 2), ('Toshika 750', 2), ('Candle Inferno', 2), ('pearTV', 1)]",20170.0,79.33,-37.8062935,144.9824059,10,18232.33,Spring,False,1.1996528810387077,bigger than big. see what i did there? bigger is better. got in this instead of the 4 due to the price. only gripe is i'm not confident the silver around the phone will last. still awesome.,True,bakers,spring
ORD240848,ID3213448164,2019-08-11,thompson,"[('iStream', 1), ('Lucent 330S', 2), ('Universe Note', 2), ('iAssist Line', 1)]",11735.0,67.14,-37.8078068,144.96140269999995,0,11802.14,Winter,False,1.370555094323026,"this is my 3rd thunder and with the built in hub it works great !  now i have an thunder in the family room, my bedroom and my home office.",True,thompson,winter
ORD463226,ID0281390971,2019-07-27,bakers,"[('pearTV', 2), ('iStream', 1), ('Candle Inferno', 1)]",13200.0,68.81,-37.8136771,145.01295469999997,5,12608.81,Winter,False,1.6097936800611432,five stars awesome phone unlocked and ready to use also on gold so got it in 2 days ;),True,bakers,winter
ORD282008,ID0420022680,2019-01-23,bakers,"[('Candle Inferno', 2), ('Toshika 750', 1), ('Olivia x460', 2), ('Thunder line', 2)]",11990.0,74.81,-37.8111528,144.9995624,5,11465.31,Summer,False,0.4015745357788164,hate it did not hold charge very disappointed don’t buy this ipod,False,bakers,summer
ORD426955,ID0129279537,2019-02-11,bakers,"[('Thunder line', 2), ('Olivia x460', 1)]",5585.0,93.66,-37.801422,144.99514209999995,25,4282.41,Summer,True,0.9534291347068944,good for the money i like this phone. it's easy and simple to use!,True,bakers,summer
ORD148329,ID0560986784,2019-09-26,thompson,"[('iAssist Line', 1), ('Thunder line', 1), ('Universe Note', 2), ('Toshika 750', 2)]",19945.0,88.18,-37.8200529,144.94279730000005,25,15046.93,Spring,False,0.9023047002924006,malfunctioning the earphone and speaker not functioning well.,False,thompson,spring
ORD419380,ID0576841938,2019-01-16,nickolson,"[('Universe Note', 2), ('Candle Inferno', 2), ('Toshika 750', 1)]",12080.0,102.53,-37.8242732,144.98674169999995,15,10370.53,Summer,False,1.6366495127357263,best phone i had. great phone.,True,nickolson,summer
ORD266748,ID2975229842,2019-05-10,thompson,"[('iAssist Line', 2), ('iStream', 2)]",4750.0,53.64,-37.8014608,144.9581615,5,4566.14,Autumn,False,1.5824339834861925,dont buy it the slider sit very lose on the phone. when you touch the display to open an app it give up a d touch bottom part of the phone with annoing clic. i immediately return the phone,True,thompson,autumn
ORD327282,ID0493873679,2019-05-10,bakers,"[('iStream', 1), ('Alcon 10', 2), ('Thunder line', 1)]",4680.0,70.54,-37.80023,145.01371880000005,0,4750.54,Autumn,False,1.9537565697094073,"best smartphone yet, won't disappoint! this is my third pixel device & definitely a wonderful smartphone! the performance is amazing & better than other devices running android, the camera is second to none, and i wouldn't go back to an alcon if they were free!",True,bakers,autumn
ORD207057,ID0702354815,2019-01-09,thompson,"[('pearTV', 2), ('Thunder line', 1), ('iStream', 1), ('Alcon 10', 2)]",32850.0,92.95,-37.8064859,144.94197509999995,5,31300.45,Summer,True,0.8207227527770254,"the phone is great. been always a fan of olivia universe the phone is great. been always a fan of olivia universe. however, this phone is locked to at&t's network, and not unlocked as advertised.",True,thompson,summer
ORD018851,ID0579512331,2019-03-20,thompson,"[('Toshika 750', 2), ('iAssist Line', 1)]",10865.0,77.05,-37.8135942,144.94787340000005,15,9312.3,Autumn,True,0.1244283641940371,"totally awesome for an item that is a refurbish it looks great it looks new wow! i wouldn't of even know that it was a refurbished phone ,just by looking at it very beautiful cell phone very classy sophisticated and very chic .",True,thompson,autumn
ORD277891,ID0364861229,2019-05-23,nickolson,"[('Candle Inferno', 1), ('iStream', 2), ('pearTV', 1)]",7040.0,64.56,-37.8242357,144.95842319999997,10,6400.56,Autumn,False,1.161356389066337,"great cell phone for the price i really like this phone’s usability, quality, display size, overall functionality and look. the setup was super easy and so far everything works great. i’d purchase another phone from xiaomi without hesitation",True,nickolson,autumn
ORD389169,ID0846569744,2019-09-25,nickolson,"[('Thunder line', 2), ('Lucent 330S', 2)]",6820.0,98.3,-37.821433,144.96920830000005,0,6918.3,Spring,True,0.3170036384086748,"purchased this for my mother. she loves it, just the right size to grab and go. great buy for the money.",True,nickolson,spring
ORD341403,ID0595857779,2019-10-10,nickolson,"[('Lucent 330S', 2), ('iStream', 1), ('pearTV', 2)]",15230.0,63.27,-37.80886270000001,144.971177,25,11485.77,Spring,False,1.0915680369755751,"doesn't work in india i purchased the phone before i came to india thinking that it will work. inserted a jio4g sim card, the internet works, but i'm unable to make or receive calls. i was willing to pay a hefty price to get what i needed, but the phone calls cannot be made. very disappointed.",False,nickolson,spring
ORD158730,ID0547568872,2019-09-12,bakers,"[('Toshika 750', 1), ('iStream', 1), ('Olivia x460', 1), ('Candle Inferno', 1)]",6125.0,85.97,-37.8157318,144.9897365,10,5598.47,Spring,False,0.7998867825963478,prepaid phone this phone was a prepaid phone but was not advertised as prepaid. we could not use it with our current plan.,False,bakers,spring
ORD060201,ID3198005217,2019-11-20,thompson,"[('Candle Inferno', 2), ('iStream', 2)]",1160.0,74.5,-37.8172568,144.9529388,25,944.5,Summer,True,0.7250124947699531,five stars good prepaid phone. like it.,True,thompson,summer
ORD271086,ID0207085734,2019-06-30,bakers,"[('iStream', 1), ('Thunder line', 2), ('Alcon 10', 2), ('Olivia x460', 1)]",23635.0,66.61,-37.8134016,145.0152525,15,20156.36,Winter,False,1.7990512980755813,none,False,bakers,winter
ORD166840,ID5712522539,2019-06-13,bakers,"[('Thunder line', 1), ('Universe Note', 1), ('pearTV', 2)]",18250.0,76.91,-37.81868370000001,144.9427816,25,13764.41,Winter,True,0.7671425416507652,great phone this phone works perfectly looked like new and came as described. my wife uses it and has for months without any problems,True,bakers,winter
ORD047690,ID0650273223,2019-01-13,nickolson,"[('Lucent 330S', 2), ('Candle Inferno', 1)]",2890.0,97.57,-37.8103666,144.98004699999996,0,2987.57,Summer,False,1.2989413778971943,great!!,True,nickolson,summer
ORD455432,ID3293342999,,nickolson,"[('Alcon 10', 1), ('Thunder line', 1), ('pearTV', 1), ('Toshika 750', 1)]",21760.0,74.97,-37.8238715,144.9810776,10,19658.97,Summer,False,1.1701689997305582,nice phone i have always had a olivia but wanted to try something different. i'm very happy with the pixel xl!,True,nickolson,summer
ORD486409,ID0710018068,2019-05-25,thompson,"[('Toshika 750', 2), ('Thunder line', 2), ('iAssist Line', 2)]",17450.0,64.34,-37.8151825,144.936401,10,15769.34,Autumn,False,0.9777746041031228,poorly refurbished. burn mark on camera that wasn’t immediately noticeable. no option to repair. will have to return for refund and purchase another questionable quality product.,False,thompson,autumn
ORD177234,ID0581700917,2019-07-26,bakers,"[('pearTV', 2), ('Candle Inferno', 2)]",13480.0,61.41,-37.8035614,144.9181009,0,13541.41,Winter,False,2.7391571686204084,this phone doesn't work right i going to send it back the phone doesn't work right it was a cell phone,True,bakers,winter
ORD143604,ID4927643644,2019-06-18,thompson,"[('iAssist Line', 2), ('Universe Note', 2), ('Olivia x460', 1)]",12575.0,70.05,-37.8064471,144.9325031,25,9501.3,Winter,False,1.4548811224533427,"great love the display and easy to use, though still learning what all it can do everyday.",True,thompson,winter
ORD331628,ID5290706362,2019-12-16,nickolson,"[('Universe Note', 1), ('Toshika 750', 2), ('Lucent 330S', 1), ('Thunder line', 1)]",15500.0,83.42,-37.8082928,144.9766195,15,13258.42,Summer,False,1.3030154730933827,yellow lines major problem with the display they are some yellow lines on both side of the top of the display which i thought would go away but it's getting worst,False,nickolson,summer
ORD495192,ID0575429241,2019-01-07,nickolson,"[('iStream', 2), ('Toshika 750', 2)]",8940.0,96.94,-37.8187786,144.98319990000005,10,8142.94,Summer,False,1.199079484532484,five stars good,True,nickolson,summer
ORD499960,ID0746917812,2019-05-30,nickolson,"[('Alcon 10', 2), ('Lucent 330S', 2), ('Candle Inferno', 1), ('iStream', 1)]",7489.999999999999,65.59,-37.8258817,144.98285790000003,0,7555.589999999999,Autumn,False,1.4221845025436064,"very good phone this is one of the best phones that i have had. the battery life is the main attraction for me. on a full charge, it will go all day. the screen is also very clear.",True,nickolson,autumn
ORD175764,ID0664378471,2019-10-14,nickolson,"[('Olivia x460', 2), ('Thunder line', 2), ('Toshika 750', 1)]",11130.0,71.3,-37.82026610000001,144.9667509,25,8418.8,Spring,True,0.30825699694306186,pixel2 outstanding phone super fast and nice,True,nickolson,spring
ORD225192,ID3259282303,2019-11-15,thompson,"[('Candle Inferno', 1), ('Thunder line', 1)]",2610.0,62.38,-37.818476200000006,144.9498783,15,2280.88,Spring,False,0.690846444378755,"i took it to at&t they said phone was,locked i bought this phone took it to at&t and the phone is locked. when i oder it said unlocked",False,thompson,spring
ORD006411,ID3161949485,2019-04-15,thompson,"[('pearTV', 1), ('Olivia x460', 2)]",8760.0,65.66,-37.80803579999999,144.95757719999995,25,6635.66,Autumn,False,1.0573991211165332,"great phone for the price rugged , durable and clear calls , great phone for the price!",True,thompson,autumn
ORD283222,ID3293340286,2019-09-20,nickolson,"[('Olivia x460', 2), ('iStream', 2)]",2750.0,105.27,-37.8238359,144.9814255,5,2717.77,Spring,False,1.1947709147567191,perfect perfect,True,nickolson,spring
ORD254898,ID0634775683,2019-09-12,thompson,"[('Toshika 750', 2), ('Alcon 10', 2)]",26540.0,78.6,-37.8152039,144.93649240000005,10,23964.6,Spring,True,0.9707691339227233,"another good olivia product item came as described. battery life could be better, however, the camera is absolutely amazing. such clarity and so much better than my parents alcon6 plus. by far the best camera i've had on the phone.",True,thompson,spring
ORD288786,ID0571731202,2019-03-03,thompson,"[('Olivia x460', 2), ('Alcon 10', 2), ('Candle Inferno', 2)]",21210.0,67.38,-37.82452120000001,144.9460841,5,20216.88,Autumn,False,1.3202743939985375,"ordered two of these phones, both of them had ... ordered two of these phones, both of them had different issues. the first one the blue tooth didn't work, and the second one constantly made popping noises. ended up sending both of them back",True,thompson,autumn
ORD114128,ID6167279408,2019-06-02,nickolson,"[('Universe Note', 2), ('Toshika 750', 2), ('Candle Inferno', 2)]",16400.0,82.29,-37.8104104,144.9611582,0,16482.29,Winter,False,1.1712404862293997,"which is great! it worked as expected, which is great!",True,nickolson,winter
ORD276268,ID2288769504,2019-05-03,bakers,"[('iAssist Line', 1), ('iStream', 1)]",2375.0,81.17,-37.8017119,145.0043756,5,2337.42,Winter,False,1.2222255661905432,fast shipping works great works great,True,bakers,winter
ORD294418,ID0641022429,2019-08-21,thompson,"[('pearTV', 1), ('iAssist Line', 1)]",8535.0,61.7,-37.806807,144.9380724,15,7316.45,Winter,False,1.0247539431161372,do not purchase from this vendor do not purchase from this vendor. bought the phone in january and now it won't even turn on. over $300 spent on a phone wasted. they won't do anything because it has been more than 90 days.,True,thompson,winter
ORD431354,ID1449431590,2019-01-02,nickolson,"[('iStream', 1), ('Thunder line', 1), ('Candle Inferno', 1), ('Lucent 330S', 1)]",3990.0,74.45,-37.8142821,144.9744207,5,3864.95,Summer,False,0.6426279715677172,one star the phone has little to no reception and you cannot hear the person using it talking.,False,nickolson,summer
ORD038015,ID0418548634,2019-04-14,bakers,"[('iAssist Line', 2), ('Olivia x460', 1), ('Lucent 330S', 1)]",6905.0,85.11,-37.8214909,144.9871468,10,6299.61,Autumn,False,1.4622312246613307,reliable good cheap replacement for wife's old phone,True,bakers,autumn
ORD397009,ID3326880155,2019-04-24,thompson,"[('iAssist Line', 1), ('Olivia x460', 2)]",4675.0,82.96,-37.8029305,144.9291756,10,4290.46,Autumn,False,1.9091058497910713,my olivia ativ se my daily work-horse of a communication device. the silver color shines as if it was made of metal. the battery does drain rather quickly. but i like the performance and the light weight design.,True,thompson,autumn
ORD335481,ID6282174090,2019-06-11,nickolson,"[('Alcon 10', 1), ('iStream', 1)]",9100.0,78.38,-37.8233277,144.97807859999998,10,8268.38,Winter,True,0.9154187341197614,"good and... worth every penny. super good phone with nice cameras for it's price. runs all the games with max graphics. maybe it's a bit big, kind of difficult to hold. but with time i'll get used to it.",True,nickolson,winter
ORD380092,ID3313210932,2019-03-21,nickolson,"[('Toshika 750', 2), ('iAssist Line', 1)]",20230.0,63.12,-37.818590500000006,144.96699669999995,25,15235.62,Autumn,True,0.2243679923363857,confidently comfortable it works,True,nickolson,autumn
ORD068766,ID6167236654,2019-07-24,nickolson,"[('iAssist Line', 2), ('Alcon 10', 1)]",13400.0,65.09,-37.8121507,144.96228469999997,0,13465.09,Winter,True,0.9596330965996233,had it in service for a month and love it. received this product in a timely manner. took it to my carrier to set it up and transfer my info. had it in service for a month and love it.,True,nickolson,winter
ORD258300,ID1224821963,2019-08-23,thompson,"[('Toshika 750', 1), ('Lucent 330S', 1), ('Thunder line', 1), ('iAssist Line', 1)]",9955.0,65.09,-37.8124034,144.9382877,0,10020.09,Winter,True,0.7719791916301335,good experience good product almost look like new i'm satisfied,True,thompson,winter
ORD483879,ID0440051918,2019-08-14,bakers,"[('iStream', 1), ('Candle Inferno', 1), ('Olivia x460', 1), ('Toshika 750', 2)]",10445.0,66.29,-37.8213317,144.99345119999995,15,8944.54,Winter,False,1.2701310310665512,"great gadget that installs, and works easily. nice to not have another box taking up space too!",True,bakers,winter
ORD188384,ID0579410329,2019-02-12,nickolson,"[('Lucent 330S', 1), ('Alcon 10', 1), ('pearTV', 1)]",16490.0,55.26,-37.8220486,144.96757309999995,25,12422.76,Summer,False,0.4214933348660228,no te entregan el celular nunca me llegó el celular!!! no me dan solución,False,nickolson,summer
ORD489064,ID0224757641,2019-03-29,nickolson,"[('Universe Note', 2), ('Olivia x460', 1), ('Lucent 330S', 2)]",10585.0,64.64,-37.8072913,144.9931365,15,9061.89,Autumn,True,0.35262776209423674,okay with a few issues i think the phone is okay. however it seems to have been previously contracted to at&t though was said to be(and is) unlocked. some functions cannot work with other networks as i have had to discover.,True,nickolson,autumn
ORD015158,ID0847530804,2019-03-26,nickolson,"[('Lucent 330S', 2), ('Olivia x460', 1), ('Alcon 10', 1)]",12635.0,61.64,-37.8225751,144.9671826,15,10801.39,Autumn,False,0.48902251321871126,this phone sucks dropped it off the dinner table and the liquid crystal behind the glass messed up. waste of mobey,False,nickolson,autumn
ORD213849,ID2400284473,2019-03-19,nickolson,"[('iAssist Line', 2), ('Thunder line', 1), ('Toshika 750', 2)]",15270.0,63.68,-37.8198106,144.96503080000005,0,15333.68,Autumn,True,0.41942448937241755,five stars very happy!,True,nickolson,autumn
ORD424206,ID0257506561,2019-07-26,thompson,"[('Toshika 750', 2), ('Alcon 10', 1), ('Universe Note', 1), ('iAssist Line', 1)]",23265.0,83.79,-37.7995769,144.9630379,5,22185.54,Winter,False,2.0220980739434413,love it but check your carrier to make sure you can add it my husband says it’s the best phone he’s ever had even over the olivia s8! sadly couldn’t add it to my plan on total wireless but ended up putting it on straight talk. he’s so happy with it and i’m happy with my purchase. thank you!!,True,thompson,winter
ORD090405,ID0576868766,2019-03-04,bakers,"[('Candle Inferno', 1), ('pearTV', 2), ('Alcon 10', 1)]",22000.0,67.51,-37.8240474,144.99012530000005,10,19867.51,Autumn,False,1.6255520666252605,awesome phone using with cricket wireless. awesome phone,True,bakers,autumn
ORD311044,ID0176722515,2019-07-05,nickolson,"[('Lucent 330S', 1), ('iAssist Line', 2)]",5680.0,62.2,-37.8141341,144.9673044,0,5742.2,Winter,True,0.5338449025037078,saved some money! like a new one. well worth the price.,True,nickolson,winter
ORD451931,ID0746912588,2019-09-04,nickolson,"[('Olivia x460', 2), ('pearTV', 1)]",11220.0,66.19,-37.8241958,144.9840063,10,10164.19,Spring,False,1.4142045542769859,"not working mobile the mobile is not working, there is no service ! i tried to use it in the us and in kuwait, but the same issue, no service, and i don’t know how to get my money back again",False,nickolson,spring
ORD427881,ID0247417839,,nickolson,"[('Thunder line', 2), ('Olivia x460', 1), ('iStream', 2)]",5885.0,51.62,-37.8181208,144.9693491,5,5642.37,Summer,False,0.05563120543403398,no access to the internet.........won't recommend!,False,nickolson,summer
ORD449762,ID1492150985,,thompson,"[('iAssist Line', 2), ('iStream', 1), ('Alcon 10', 2)]",22500.0,71.02,-37.8152043,144.95227859999997,0,22571.02,Summer,True,0.5372614074181936,great phone i was worried it would be one of those scams. but i'm so glad i got this phone. it arrived almost a week before the projected delivery date and everything has been great and working 100%. worth the money.,True,thompson,summer
ORD054520,ID0224750302,,bakers,"[('Candle Inferno', 2), ('Toshika 750', 2)]",9500.0,68.01,-37.80401129999999,144.98219430000003,25,7193.01,Winter,False,1.3246899020795193,"i liked my universe ii better!! overrated definitely. i liked my old olivia universe ii better. though this one has more features, the features on the old device operates easier than this. sound volume is low and some apps from my old phone would not work on this phone.",True,bakers,winter
ORD058582,ID0387152934,2019-12-31,thompson,"[('Toshika 750', 2), ('pearTV', 2), ('Universe Note', 1), ('Candle Inferno', 2)]",25570.0,54.62,-37.8077584,144.9436271,5,24346.12,Summer,False,0.6245671189573927,"what a wreck! the phone came with bad scratches both on the front and back. so badly scratched, in fact, that it’s as if someone tried to open the phone with a knife. and this statement “professionally inspected and tested to work and look like new, with minimal to no signs of wear“ is a misrepresentation.",False,thompson,summer
ORD439237,ID0844472458,2019-05-18,thompson,"[('Toshika 750', 2), ('iStream', 1)]",8790.0,67.1,-37.82171829999999,144.9474967,15,7538.6,Autumn,False,1.0064709997101136,works great best bang for the buck.,True,thompson,autumn
ORD021150,ID0332544912,2019-07-15,thompson,"[('Lucent 330S', 1), ('Universe Note', 2)]",8130.0,73.91,-37.8102047,144.949947,15,6984.41,Winter,True,0.37318492563761285,"five stars came in perfect condition, and you can't beat the price.",True,thompson,winter
ORD411160,ID2948774559,2019-10-20,nickolson,"[('Alcon 10', 2), ('Lucent 330S', 1)]",31180.0,83.11,-37.8144278,144.9744102,0,31263.11,Spring,True,0.6300042742664063,very dissatisfied client the device never worked,True,nickolson,spring
ORD035178,ID0746917826,2019-06-15,nickolson,"[('Lucent 330S', 1), ('Thunder line', 2)]",20820.0,81.48,-37.8245184,144.98292769999995,10,18819.48,Winter,False,1.3469708627258314,"love it. great deal. love the phone, bluetooth headset has great sound quality.",True,nickolson,winter
