order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer,shopping_cart_parsed
ORD350475,ID0418539890,2019-11-26,Bakers,"[('Thunder line', 1), ('Universe Note', 1)]",5348.5,63.97,-37.8214287,144.9894055,5,5412.47,Spring,False,1.3719,could not get this to work with my chromecast so i returned it.,0,"[('Thunder line', 1), ('Universe Note', 1)]"
ORD498357,ID2312383363,2019-10-20,Bakers,"[('Olivia x460', 1), ('iStream', 2), ('Lucent 330S', 2), ('pearTV', 1)]",8750.749999999987,104.58,-37.8073824,145.0077081,15,7542.717499999989,Spring,True,1.1352,love this phone has the size of the alcon 6 ... love this phone has the size of the alcon 6 plus but with all the features of an android open system!,1,"[('Olivia x460', 1), ('iStream', 2), ('Lucent 330S', 2), ('pearTV', 1)]"
ORD030333,ID5002592919,2019-02-03,Thompson,"[('Candle Inferno', 2), ('pearTV', 1), ('Alcon 10', 2), ('Olivia x460', 1)]",24980.25,89.74,-37.8122134,144.9519126,5,25069.99,Summer,True,0.429,"like nice phone , good value for the money",1,"[('Candle Inferno', 2), ('pearTV', 1), ('Alcon 10', 2), ('Olivia x460', 1)]"
ORD377586,ID1879206776,2019-01-01,Thompson,"[('iAssist Line', 2), ('Lucent 330S', 1), ('Thunder line', 2), ('Candle Inferno', 1)]",7852.5,101.9,-37.8019904,144.96013290000005,25,7954.4,Summer,True,1.6536,great mid-range phone i really like lucentrola mid-range phones. it does everything i ask of it without costing me an arm and a leg. i have stopped buying phones from cell service providers because of all the junk apps they install on the phones. battery life is phenomenal.,1,"[('iAssist Line', 2), ('Lucent 330S', 1), ('Thunder line', 2), ('Candle Inferno', 1)]"
ORD051478,ID4326586218,2019-11-30,Nickolson,"[('iStream', 1), ('Candle Inferno', 2), ('Lucent 330S', 2), ('Alcon 10', 2)]",18164.5,58.82212121366453,-37.8161845,144.96414219999997,15,18225.28,Spring,False,0.5461,"garbage software! decent phone but...garbage os update! do not get marshmallow. if you have a sd card it will auto unmount. if you remove it or restart the phone it will show up but only for a few minutes.oh, and the icing on the cake, they dump panda pop on your phone too! if you happen to have picked up this update (virus) root your phone asap!",0,"[('iStream', 1), ('Candle Inferno', 2), ('Lucent 330S', 2), ('Alcon 10', 2)]"
ORD247560,ID2662932363,2019-03-07,Bakers,"[('Thunder line', 2), ('Lucent 330S', 2)]",6479.0,49.54,-37.8007252,144.994319,5,6528.54,Autumn,False,1.0351,not recommended this phone was usable only for 4 months. the screen just went off and it never came back. they said it was not fixable. olivia universe black screen issue,0,"[('Thunder line', 2), ('Lucent 330S', 2)]"
ORD140860,ID0305913664,2019-06-01,Bakers,"[('Lucent 330S', 2), ('Universe Note', 2), ('iStream', 2), ('Toshika 750', 2)]",16470.0,53.18,-37.80109229999999,144.9987518,10,16523.18,Winter,False,1.0384,"just because the ad states the device is unlocked doesn't mean it's true phone was presented well,but was unable to use device as it was a verizion phone and not unlocked for all carries as advertised.",0,"[('Lucent 330S', 2), ('Universe Note', 2), ('iStream', 2), ('Toshika 750', 2)]"
ORD356127,ID6167191731,2019-12-14,Nickolson,"[('Candle Inferno', 2), ('iAssist Line', 1)]",2776.5,68.93,-37.81567379999999,144.9663184,10,2845.43,Summer,False,0.4319,the. convenience of the phone i love this phone,1,"[('Candle Inferno', 2), ('iAssist Line', 1)]"
ORD360831,ID1496246612,2019-06-19,Nickolson,"[('Lucent 330S', 1), ('Toshika 750', 2)]",9870.0,64.51,-37.8258488,144.9792724,0,9934.51,Winter,True,1.1759,×××××××××× phone just worked 9 months i still have it as on my tv entreteimen center as a reminder to never buy used things from digicoe again,0,"[('Lucent 330S', 1), ('Toshika 750', 2)]"
ORD369359,ID4716795474,2019-01-16,Thompson,"[('Thunder line', 2), ('Lucent 330S', 1), ('iAssist Line', 2), ('Olivia x460', 2)]",11241.0,93.31,-37.8187574,144.953426,10,11334.31,Summer,True,0.8782,"good value good phone, good price (less than $200.) compared to everything else out there. i will never spend $600 to $1000. for a phone. this phone works great for me, good screen, pictures, voice quality, texting and some browsing.",1,"[('Thunder line', 2), ('Lucent 330S', 1), ('iAssist Line', 2), ('Olivia x460', 2)]"
ORD082887,ID0767733204,2019-08-14,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 2), ('iStream', 1)]",2736.0,69.93,-37.8048898,144.9706575,10,2805.93,Winter,False,1.5287,"ooooccchhh... phone seems fine, unlike the one i returned. but the high speed charger doesn't work...🤔🤔🤔. not nice...",1,"[('Candle Inferno', 1), ('Lucent 330S', 2), ('iStream', 1)]"
ORD485325,ID5167159987,2019-09-15,Bakers,"[('Alcon 10', 1), ('Toshika 750', 2), ('Lucent 330S', 2), ('Thunder line', 2)]",21969.0,102.89,-37.8116581,145.0045714,10,22071.89,Spring,True,0.8419,"this is an affordable tablet and works well, you just have to deal with a lot of advertising.",1,"[('Alcon 10', 1), ('Toshika 750', 2), ('Lucent 330S', 2), ('Thunder line', 2)]"
ORD328491,ID0579486202,2019-09-30,Thompson,"[('iAssist Line', 1), ('Candle Inferno', 2), ('Thunder line', 2), ('Olivia x460', 2)]",8905.5,96.73,-37.8156632,144.9500919,10,9002.23,Spring,True,0.426,definitely an improvement over s6! don't use the face recognition... the battery life is fantastic compared to our old universe s6! the screen sensitivity needs work/adjusting.,1,"[('iAssist Line', 1), ('Candle Inferno', 2), ('Thunder line', 2), ('Olivia x460', 2)]"
ORD415311,ID5406797168,2019-04-01,Bakers,"[('Alcon 10', 1), ('iStream', 1)]",8190.0,81.79,-37.8003197,145.0098041,10,8271.79,Autumn,True,1.6742,"very impressive great phone, i'm very happy.",1,"[('Alcon 10', 1), ('iStream', 1)]"
ORD191698,ID0594801681,2019-07-24,Nickolson,"[('iAssist Line', 1), ('Olivia x460', 1), ('Toshika 750', 1), ('pearTV', 1)]",11968.0,64.66,-37.8119336,144.9672113,15,12032.66,Winter,False,0.7695,cool,1,"[('iAssist Line', 1), ('Olivia x460', 1), ('Toshika 750', 1), ('pearTV', 1)]"
ORD010666,ID0260907250,2019-12-01,Bakers,"[('iAssist Line', 2), ('Candle Inferno', 2)]",3982.5,87.4,-37.8262362,145.00896799999995,25,4069.9,Summer,False,2.1742,olivia universe s5 works perfectly. excellent functionality.,1,"[('iAssist Line', 2), ('Candle Inferno', 2)]"
ORD048089,ID4283908154,2019-05-03,Bakers,"[('Candle Inferno', 1), ('Thunder line', 2), ('Olivia x460', 2)]",6878.000000000005,62.74,-37.8100606,144.99600269999996,5,6596.840000000004,Autumn,False,0.0682,small size works great in our sunroom.,1,"[('Candle Inferno', 1), ('Thunder line', 2), ('Olivia x460', 2)]"
ORD041830,ID0702365694,2019-10-26,Thompson,"[('Toshika 750', 2), ('Alcon 10', 2), ('Candle Inferno', 1), ('iAssist Line', 1)]",29195.0,101.93,-37.8065092,144.9412737,0,29296.93,Spring,True,0.8547,"good price/performance good cellphone i liked it. the charger is heating up a little too much, but, i get another from digico, hope it works well.",1,"[('Toshika 750', 2), ('Alcon 10', 2), ('Candle Inferno', 1), ('iAssist Line', 1)]"
ORD121724,ID0778827462,2019-05-06,Thompson,"[('Thunder line', 1), ('iAssist Line', 2)]",6298.5,67.4,-37.8018115,144.9578801,5,6365.9,Autumn,False,1.5382,"be careful when handling though. it's so smooth, might slip. i like the features. i wish it was cheaper. the material is nice and smooth and sleek.",1,"[('Thunder line', 1), ('iAssist Line', 2)]"
ORD033557,ID0207085730,2019-01-09,Bakers,"[('pearTV', 1), ('Candle Inferno', 2), ('iAssist Line', 1)]",7046.25,88.75653371834048,-37.8139422,145.015182,25,7134.27,Summer,True,1.8086,didn't work for verizon didn't work with verizon,0,"[('pearTV', 1), ('Candle Inferno', 2), ('iAssist Line', 1)]"
ORD072197,ID0598399386,2019-10-02,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 1), ('Universe Note', 1), ('iStream', 2)]",4598.5,75.62,-37.814074100000006,144.96542019999995,15,4674.12,Spring,False,0.6207,help help my product doesn't work,1,"[('Candle Inferno', 1), ('Lucent 330S', 1), ('Universe Note', 1), ('iStream', 2)]"
ORD278823,ID0452380996,2019-01-30,Thompson,"[('Alcon 10', 2), ('iAssist Line', 2)]",21232.5,78.44,-37.8248132,144.94906519999995,5,21310.94,Summer,False,1.3612479339128918,"value perfect, still use to this day",1,"[('Alcon 10', 2), ('iAssist Line', 2)]"
ORD133436,ID0419481490,2019-01-15,Bakers,"[('Lucent 330S', 1), ('Olivia x460', 1)]",2209.5,57.56,-37.8182368,144.99615319999995,10,2267.06,Summer,False,0.919890291903587,terrible phone this phone stops functioning properly after only 5 months of use and there is no recourse. do not buy from this seller.,0,"[('Lucent 330S', 1), ('Olivia x460', 1)]"
ORD338512,ID4716795862,2019-04-05,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 1), ('Olivia x460', 2)]",5609.75,79.62,-37.8188086,144.9532253,5,5689.37,Autumn,True,0.8715,"i like that she has the ability to do multiple different things like create a to do list, set and alarm, play any song i can think of and much more. i wish the sound could be a tad louder.",1,"[('iAssist Line', 1), ('Lucent 330S', 1), ('Olivia x460', 2)]"
ORD492620,ID4893634036,2019-06-28,Thompson,"[('Toshika 750', 1), ('Lucent 330S', 2)]",6780.0,83.24,-37.8122144,144.92818359999995,0,6863.24,Winter,True,1.6616,best phone on the planet perfect in every way. could not imagine a better phone. best phone on the planet to date. pen is used often and very helpful especially for web browsing.... buy it !,1,"[('Toshika 750', 1), ('Lucent 330S', 2)]"
ORD350168,ID3218226973,2019-07-06,Thompson,"[('Universe Note', 2), ('pearTV', 2), ('iStream', 1)]",14752.5,77.68,-37.8081454,144.9435405,25,14830.18,Winter,True,0.5919,five stars excellent phone! love it. thank you!!!,1,"[('Universe Note', 2), ('pearTV', 2), ('iStream', 1)]"
ORD282287,ID3775020764,2019-09-27,Bakers,"[('Thunder line', 1), ('Universe Note', 1), ('Toshika 750', 2), ('Olivia x460', 2)]",15884.0,103.32,-37.8076501,144.9836197,5,15987.32,Spring,True,1.0541,"very good phone fast..touchscreen very responsive, fast fingerprint scanner, great camera, very good battery life, really fast charging removed a star for the mi software.overlay junk....as soon as xda has a full stable rom im ripping it out",1,"[('Thunder line', 1), ('Universe Note', 1), ('Toshika 750', 2), ('Olivia x460', 2)]"
ORD464005,ID0634780265,2019-07-10,Thompson,"[('Candle Inferno', 1), ('iStream', 1), ('Alcon 10', 1), ('pearTV', 1)]",13464.0,48.77,-37.8120059,144.9386635,15,13512.77,Winter,False,0.7421042167224344,"beware! the back of this phone is glass and it shattered after a couple weeks. i had the phone for a couple weeks and the back of it shattered and stopped working. the screen is not visibly damaged, however, it will not turn on and is completely dead.",0,"[('Candle Inferno', 1), ('iStream', 1), ('Alcon 10', 1), ('pearTV', 1)]"
ORD194363,ID0703556741,2019-12-07,Thompson,"[('pearTV', 2), ('Olivia x460', 1)]",12460.5,98.35,-37.8063758,144.957978,10,12558.85,Summer,True,1.1882,excellent. just as good as ipad with a fraction of the price.,1,"[('pearTV', 2), ('Olivia x460', 1)]"
ORD149694,ID4544002874,2019-05-29,Nickolson,"[('Toshika 750', 2), ('Lucent 330S', 1), ('pearTV', 1)]",14562.0,51.52,-37.8108968,144.9668054,10,14613.52,Autumn,False,0.8903,"phone not charging after a week and no sound the phone is not charging after a week and the speaker died. tried different cables, chargers and nothing. the speaker stopped working suddenly.",0,"[('Toshika 750', 2), ('Lucent 330S', 1), ('pearTV', 1)]"
ORD352929,ID5457965888,2019-04-09,Thompson,"[('Thunder line', 2), ('pearTV', 2), ('Candle Inferno', 1)]",13057.5,79.52,-37.81941079999999,144.9416811,25,13137.02,Autumn,True,0.8871,clean looks like new and works great was just as expected. clean looks like new and works great.,1,"[('Thunder line', 2), ('pearTV', 2), ('Candle Inferno', 1)]"
ORD101070,ID1449308562,2019-02-09,Bakers,"[('Toshika 750', 2), ('Universe Note', 2), ('Lucent 330S', 2)]",13500.0,75.18,-37.8175356,144.98986100000005,25,13575.18,Summer,False,0.9631,phone themselves ok ptt fails constantly. battery good and the phone does seem rugged. would by again for ruggedness alone. these flip phones are becoming rare.,1,"[('Toshika 750', 2), ('Universe Note', 2), ('Lucent 330S', 2)]"
ORD202937,ID4518401167,2019-07-03,Thompson,"[('Toshika 750', 1), ('iAssist Line', 2), ('Olivia x460', 2), ('iStream', 1)]",11370.0,63.33,-37.8070107,144.9490826,0,11433.33,Winter,False,0.6547,good deal great. as promised.,1,"[('Toshika 750', 1), ('iAssist Line', 2), ('Olivia x460', 2), ('iStream', 1)]"
ORD215201,ID1521014690,2019-07-18,Bakers,"[('Universe Note', 1), ('Alcon 10', 1), ('Lucent 330S', 1), ('Candle Inferno', 1)]",13357.0,77.64,-37.8015285,144.99282580000005,5,13434.64,Winter,True,0.9661,it is very reliable. it is a great phone.,1,"[('Universe Note', 1), ('Alcon 10', 1), ('Lucent 330S', 1), ('Candle Inferno', 1)]"
ORD078139,ID0332796790,2019-01-13,Bakers,"[('Candle Inferno', 1), ('pearTV', 1), ('Toshika 750', 1)]",9401.0,69.54,-37.8085633,145.00016730000004,15,9470.54,Summer,False,0.4624,"overall a great product for a fair price the alcon that i received came as if it were brand new! really enjoying it and for the price that it is, i believe it’s worth the buy.",1,"[('Candle Inferno', 1), ('pearTV', 1), ('Toshika 750', 1)]"
ORD072961,ID0736011483,2019-12-15,Nickolson,"[('Lucent 330S', 2), ('Olivia x460', 2)]",4664.5,70.53,-37.8246789,144.9705324,5,4735.03,Summer,False,0.6827,five stars love this phone best phone i had,1,"[('Lucent 330S', 2), ('Olivia x460', 2)]"
ORD356926,ID0605199037,2019-12-03,Nickolson,"[('Toshika 750', 1), ('Universe Note', 2), ('pearTV', 1), ('iStream', 2)]",13372.5,57.08,-37.8134063,144.96490769999997,25,13429.58,Summer,False,0.7073,doesnt work dont waste your money. the phone its locked and useless !!,0,"[('Toshika 750', 1), ('Universe Note', 2), ('pearTV', 1), ('iStream', 2)]"
ORD047564,ID4416171557,2019-11-09,Thompson,"[('pearTV', 1), ('iStream', 2)]",6279.5,77.03,-37.8054831,144.9498234,5,6356.53,Spring,False,0.8362,i like how easy it was to set up. very easy to use and set up with other bluetooth devices.,1,"[('pearTV', 1), ('iStream', 2)]"
ORD144578,ID6167344539,2019-05-26,Nickolson,"[('Lucent 330S', 1), ('Candle Inferno', 2)]",1985.5,80.77,-37.8100986,144.96949819999998,5,2066.27,Autumn,True,0.9447679599548068,love the infernostick thinking about canceling the satellite,1,"[('Lucent 330S', 1), ('Candle Inferno', 2)]"
ORD051846,ID1964021891,2019-01-23,Nickolson,"[('Olivia x460', 2), ('iStream', 1), ('Candle Inferno', 1), ('Universe Note', 2)]",8937.0,65.41,-37.8185129,144.9671482,10,9002.41,Summer,False,0.2115,five stars great to troll with,1,"[('Olivia x460', 2), ('iStream', 1), ('Candle Inferno', 1), ('Universe Note', 2)]"
ORD128058,ID2288769473,2019-09-02,Bakers,"[('Alcon 10', 1), ('pearTV', 2)]",21570.0,64.73,-37.8018235,145.0034743,0,21634.73,Spring,False,1.1632,junk battery it lasted 3 weeks and battery was junk and phone wouldn’t even turn on,0,"[('Alcon 10', 1), ('pearTV', 2)]"
ORD149038,ID0871135414,2019-07-03,Bakers,"[('Lucent 330S', 1), ('Thunder line', 1)]",3069.0,68.99,-37.80598670000001,144.979449,10,3137.99,Winter,False,1.4581,five stars it's good,1,"[('Lucent 330S', 1), ('Thunder line', 1)]"
ORD469403,ID2005895266,2019-07-24,Nickolson,"[('pearTV', 1), ('Olivia x460', 2), ('Universe Note', 2), ('iStream', 1)]",15019.5,82.03,-37.8028167,144.96650680000005,5,15101.53,Winter,True,1.77473155153948,"great phone for a good price the phone is solid and well built. it is more than fast enough for normal use, and has a beautiful screen. for the price, you cannot go wrong. it is enjoyable to use.",1,"[('pearTV', 1), ('Olivia x460', 2), ('Universe Note', 2), ('iStream', 1)]"
ORD451356,ID3419344105,2019-08-15,Nickolson,"[('Lucent 330S', 2), ('Alcon 10', 1), ('iAssist Line', 1), ('Toshika 750', 2)]",20047.5,80.32,-37.8080982,144.9767184,10,20127.82,Winter,True,1.3276,best note it's the best note they made.,1,"[('Lucent 330S', 2), ('Alcon 10', 1), ('iAssist Line', 1), ('Toshika 750', 2)]"
ORD235778,ID2189269638,2019-05-14,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 2)]",10050.000000000015,48.83,-37.8209341,144.9613851,25,7586.330000000011,Autumn,False,0.7638,one star no es desbloquedo,0,"[('Alcon 10', 1), ('iAssist Line', 2)]"
ORD451026,ID6167247293,2019-02-04,Nickolson,"[('Olivia x460', 1), ('Thunder line', 2)]",4747.25,56.84,-37.8188044,144.96237549999995,15,4804.09,Summer,False,0.6314,"not really unlocked, verizon phone beware. despite the title containing ""gsm"" and ""unlocked,"" be advised that i received a verizon phone and cannot unlock the bootloader. if you have any plans to root/install custom recovery, look elsewhere.",0,"[('Olivia x460', 1), ('Thunder line', 2)]"
ORD251211,ID2069604236,2019-01-09,Bakers,"[('Thunder line', 1), ('Olivia x460', 1), ('Lucent 330S', 2), ('Toshika 750', 2)]",12329.25,101.41,-37.8009849,144.9786899,15,12430.66,Summer,True,1.7672,"a happy customer just received my used lucent g. very fast and smooth. i am currently using alcon 4s but lucent g is way faster. the other good news is, i was able to activate it on tracfone.",1,"[('Thunder line', 1), ('Olivia x460', 1), ('Lucent 330S', 2), ('Toshika 750', 2)]"
ORD028488,ID1560149516,2019-04-27,Thompson,"[('Toshika 750', 1), ('Thunder line', 2), ('Universe Note', 2)]",11685.0,78.37,-37.8159589,144.9380844,25,11763.37,Autumn,True,0.8707,i love it and it's just as advertised i have no problems yet i have not activated it with a service yet but i will activate it with at&t. i have started downloading all the apps that i want and i have not had a single problem with it.,1,"[('Toshika 750', 1), ('Thunder line', 2), ('Universe Note', 2)]"
ORD016190,ID3115762679,2019-11-15,Thompson,"[('iAssist Line', 2), ('Lucent 330S', 1)]",4260.0,79.87,-37.8056686,144.9572478,25,4339.87,Spring,False,1.1858652986999318,five stars excellent thank you very much,1,"[('iAssist Line', 2), ('Lucent 330S', 1)]"
ORD434075,ID1492350741,2019-06-06,Thompson,"[('Universe Note', 1), ('Lucent 330S', 1)]",4212.0,54.47,-37.8027001,144.9636274,10,4266.47,Winter,False,1.8312,junk fake phone and not new bought as a new phone but i don't think it is a real olivia. there were pictures on the phone put of the box of some asian guy. the camera was bad quality and now it rarely receives calls when you try to call it goes right to voice-mail. don't buy any phones from digico.,0,"[('Universe Note', 1), ('Lucent 330S', 1)]"
ORD207527,ID3967629954,2019-08-20,Thompson,"[('Universe Note', 1), ('Candle Inferno', 2), ('Toshika 750', 2)]",12950.0,77.91,-37.817031,144.9520465,0,13027.91,Winter,True,0.6534,my mom loves it! mom needed a new phone so got her this and she loves it,1,"[('Universe Note', 1), ('Candle Inferno', 2), ('Toshika 750', 2)]"
ORD105462,ID6097143772,2019-08-17,Bakers,"[('Alcon 10', 2), ('Universe Note', 2), ('Toshika 750', 2)]",25080.00000000001,79.02,-37.8023964,145.0040747,25,18889.020000000008,Winter,True,1.1491,five stars satisfied with product,1,"[('Alcon 10', 2), ('Universe Note', 2), ('Toshika 750', 2)]"
ORD068496,ID0702353978,2019-03-17,Thompson,"[('Olivia x460', 1), ('Lucent 330S', 1), ('Alcon 10', 1)]",10834.75,79.23,-37.8058959,144.9430475,5,10913.98,Autumn,True,0.8332,"google pixal very please,very good price",1,"[('Olivia x460', 1), ('Lucent 330S', 1), ('Alcon 10', 1)]"
ORD045205,ID0581733261,2019-04-22,Thompson,"[('Thunder line', 2), ('iStream', 1)]",3382.5,70.24,-37.8047047,144.92791619999997,25,3452.74,Autumn,False,1.9037,"great value, really nice smartphone this is a great phone and an excellent value. well built, nice looking, with a lot of bang for the buck. i especially like the camera and the display.",1,"[('Thunder line', 2), ('iStream', 1)]"
